P1797_RNA_01	P1797_RNA_02	P1797_RNA_03	P1797_RNA_04	P1797_RNA_05	P1797_RNA_06	P1797_RNA_07	P1797_RNA_08	P1797_RNA_09	P1797_RNA_10	P1797_RNA_11	P1797_RNA_12	P1797_RNA_13	P1797_RNA_14	P1797_RNA_15	P1797_RNA_16	P1797_RNA_17	P1797_RNA_18	P1797_RNA_19	P1797_RNA_20	P1797_RNA_21	P1797_RNA_22	P1797_RNA_23	P1797_RNA_24
ENSMUSG00000030513	33	453	572	81	125	94	3	25	93	143	380	168	57	409	20	425	143	261	572	136	845	594	496	181
ENSMUSG00000090639	881	1943	1823	492	200	1668	0	906	605	1373	2458	1637	204	386	26	1530	858	770	1110	859	1906	850	1156	326
ENSMUSG00000074564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051339	32020	30415	34291	55927	30259	25728	32176	30648	23454	16013	21325	13037	13195	21491	24449	26544	32266	15524	31256	25081	23180	18355	19975	21568
ENSMUSG00000017837	11921	12632	14639	11303	8679	9252	10335	9607	10166	8226	12588	9210	8224	7382	9266	7767	8489	5730	11798	6941	11186	7306	7312	8641
ENSMUSG00000029569	5608	4806	5144	5578	5821	7279	3288	6863	5554	4728	8797	6586	2419	4935	5880	9877	4870	2292	3418	3856	5137	4705	3622	3253
ENSMUSG00000105364	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050555	450	377	412	402	342	440	328	989	550	669	596	521	193	510	603	764	478	133	360	316	431	637	532	286
ENSMUSG00000047352	5	1	2	5	6	7	5	21	15	7	8	5	12	7	2	8	12	7	14	20	15	11	22	4
ENSMUSG00000015176	6823	5981	6320	2239	4468	6323	4703	6186	6301	5070	10505	4533	2821	7164	9623	6855	4162	2012	3740	3339	5122	6790	6062	2996
ENSMUSG00000061374	4287	3810	4467	2516	3271	3736	2965	3424	3212	2856	4105	2833	2522	2746	3562	2702	2342	1790	4037	1863	3710	2671	2280	2206
ENSMUSG00000074452	15	4	8	11	3	12	9	6	7	9	11	9	3	2	12	11	5	2	0	7	9	8	7	1
ENSMUSG00000042015	3619	3029	3276	3064	3007	3197	2749	3276	3991	2459	5752	3137	2506	3284	3939	3022	2649	1283	2431	2053	2988	2825	2732	1942
ENSMUSG00000021223	92	84	108	75	66	63	64	86	83	39	57	27	41	60	57	14	33	14	34	36	49	58	485	22
ENSMUSG00000020736	9185	9639	10976	5378	5765	7866	5971	8105	8416	8163	13169	12222	5921	6059	6761	6296	5406	3726	7450	4370	9203	4991	5755	5521
ENSMUSG00000020780	9114	8516	9401	6147	7257	7837	6787	7960	8087	7037	10674	7217	5209	7162	9625	7561	7231	3454	6508	5687	7544	6871	6564	5606
ENSMUSG00000026696	1977	1365	1428	2399	1681	1742	1154	2391	1719	2019	2753	2366	1552	1525	2007	1544	2421	1052	1517	1920	2071	2335	2108	2029
ENSMUSG00000018752	677	728	771	739	523	630	548	883	950	738	965	998	449	555	623	508	595	369	696	561	952	482	745	423
ENSMUSG00000110439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	2	0
ENSMUSG00000041505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024077	4608	4782	5266	7923	4444	4434	3384	5558	5214	4868	6679	3811	2483	5835	5663	7221	6504	2061	3562	4987	4205	5268	6937	5137
ENSMUSG00000071649	4889	3929	4426	2784	3491	3376	3415	3047	3503	2654	3948	3110	2758	2558	3676	2592	2281	2228	4006	2004	4087	2865	2723	3357
ENSMUSG00000094995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078625	4	6	3	5	2	2	2	1	2	4	5	3	4	0	2	10	7	1	2	0	4	2	2	0
ENSMUSG00000095518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021943	4	0	0	20	4	6	2	10	15	18	14	12	5	45	7	0	51	25	37	37	21	16	105	26
ENSMUSG00000095706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ENSMUSG00000075169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053914	3	5	3	8	18	5	11	11	8	4	2	3	14	10	12	6	12	10	2	6	15	6	11	4
ENSMUSG00000079619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057534	130	112	120	82	71	81	35	171	178	221	175	163	80	76	70	58	109	66	74	89	189	91	94	84
ENSMUSG00000081218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041064	496	959	1095	398	384	780	386	1675	479	593	552	331	74	621	799	1064	382	163	449	301	575	644	580	161
ENSMUSG00000080766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031575	5048	5136	5490	3224	3925	5073	4154	5467	4848	4547	7088	5391	3488	4257	5631	4151	3795	2072	4321	3010	5128	4916	4122	2781
ENSMUSG00000101678	36	59	27	82	52	48	29	100	46	50	80	37	11	98	66	65	39	6	50	23	112	73	73	11
ENSMUSG00000046899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040563	138	103	152	155	107	115	58	258	158	58	121	104	42	68	116	128	73	39	108	50	166	129	292	58
ENSMUSG00000035048	5421	4861	5288	3083	4421	4466	4394	4324	4300	4081	5818	5097	4088	3499	4787	2721	3711	1568	3186	2978	3558	3119	3035	3288
ENSMUSG00000097304	48	43	33	26	40	56	36	34	20	28	1	28	56	19	13	7	9	34	32	10	22	2	23	37
ENSMUSG00000079380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040681	7486	7243	8349	2469	4510	6542	4252	5923	4181	5307	7805	6764	3595	5393	7908	4635	3984	2192	4369	3536	6149	8954	8073	3382
ENSMUSG00000044066	1348	1387	1430	639	1136	1387	1001	1615	1143	744	1673	1288	773	1191	1684	1055	791	426	764	479	1078	1804	1274	449
ENSMUSG00000014418	2976	2172	2554	5574	2914	2623	2437	5354	6515	3496	5843	3881	2812	9396	3154	5766	9554	2938	4910	7141	7921	8460	9916	5442
ENSMUSG00000059319	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000064220	2333	2299	3246	3399	2319	1831	2514	2509	1466	1285	2430	2138	1437	913	1081	1136	1086	1333	1521	1058	1146	1148	1860	2850
ENSMUSG00000048458	34	25	23	8	15	14	43	29	12	17	16	25	9	14	22	12	20	17	32	21	40	71	129	25
ENSMUSG00000062472	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000000326	8131	8136	8844	5158	5968	6711	5869	6972	7436	5512	9733	8975	5584	5558	7462	5711	4844	2628	5300	3994	6635	5411	6586	4170
ENSMUSG00000107452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031505	6069	5455	6275	4268	4639	4902	4524	5142	5684	4242	6951	5112	4040	3438	5004	3542	4016	2430	4794	3088	5138	3730	4056	3620
ENSMUSG00000019817	194	133	100	106	190	196	130	18	127	21	113	23	113	77	335	19	84	25	37	48	14	131	276	50
ENSMUSG00000024302	13	12	2	11	0	10	3	10	7	6	10	12	2	12	5	29	7	0	1	2	11	7	156	6
ENSMUSG00000078964	147	66	79	79	141	107	228	91	82	59	191	205	98	44	93	8	65	29	26	75	41	110	33	19
ENSMUSG00000029385	11005	6991	7537	13054	12630	9749	9493	11279	7068	8724	7008	5259	6444	11203	8537	18031	16360	6393	9791	12397	7485	9721	13401	16259
ENSMUSG00000055692	263	106	123	203	169	206	190	294	155	76	213	122	143	143	157	82	134	110	176	101	193	362	310	115
ENSMUSG00000101018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030512	2549	3738	4080	1350	1777	2366	1811	2813	3055	4009	4287	2912	1276	3304	3930	3849	2325	1057	2163	2072	2877	3254	3463	1885
ENSMUSG00000024653	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0	0	1	0	6	4
ENSMUSG00000038845	17542	19702	22911	8701	11658	14320	13458	13083	16370	15332	19453	16013	11694	13008	20192	11186	9970	7139	13201	8016	13261	10746	11002	8867
ENSMUSG00000087260	5712	5720	6571	3259	4347	4405	4602	4885	5516	6246	6670	5729	4239	4206	5581	4964	5292	2573	4717	4130	5278	3848	5349	5031
ENSMUSG00000025496	17	7	5	2	6	5	11	0	1	2	3	3	3	0	2	0	2	5	0	0	0	1	4	1
ENSMUSG00000021483	495	478	541	370	398	411	358	432	504	369	607	310	270	446	581	652	335	328	529	294	608	405	546	275
ENSMUSG00000083544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000109683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030302	0	2	6	8	2	0	5	7	4	1	5	1	0	2	4	0	1	1	7	4	5	7	4	0
ENSMUSG00000020014	8	10	12	38	25	27	19	46	39	16	18	17	12	34	17	36	18	18	52	24	74	45	59	10
ENSMUSG00000024448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027860	1055	1254	1431	1082	1104	1186	1434	1162	1114	866	1200	774	754	1243	1844	909	1046	499	1056	704	1092	1168	1505	709
ENSMUSG00000106821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
ENSMUSG00000074802	856	1262	1387	993	628	912	540	1565	1050	864	1440	847	220	1209	1482	2515	868	257	383	669	843	1102	1037	430
ENSMUSG00000078218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046814	452	325	359	489	202	215	232	220	136	570	194	150	293	246	172	266	690	409	861	607	812	283	630	746
ENSMUSG00000038805	1	2	4	5	3	5	3	4	16	5	15	11	12	0	0	0	19	11	0	0	1	2	2	27
ENSMUSG00000020884	26	4	3	0	13	12	14	5	3	0	11	8	4	0	13	3	1	3	8	2	2	4	4	0
ENSMUSG00000028646	6202	4477	5106	5755	6268	5895	5102	6255	5857	4896	7554	4852	4001	5536	7188	5637	5862	2535	4391	4577	4945	5732	5892	5318
ENSMUSG00000024921	3391	2935	3408	3270	4122	3408	2891	3714	3332	2070	4161	2789	2101	2981	3307	2260	2596	1186	2247	2161	3177	4053	3884	1917
ENSMUSG00000078481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060675	9937	7266	8094	4884	8272	8138	8341	7444	8978	6698	9371	8172	5789	6094	10733	5142	8380	2223	4394	6515	4722	4712	4573	5831
ENSMUSG00000104233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081544	0	0	4	2	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000026124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000022462	15558	13296	13972	20830	14939	12243	10594	19278	15534	9753	14099	8375	5805	14030	14464	18107	15951	5648	9427	12454	11815	15070	19660	10436
ENSMUSG00000063412	937	1337	1110	248	594	942	409	588	669	1709	1417	1118	665	761	278	742	1205	1134	1257	1114	1600	480	526	436
ENSMUSG00000027861	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	8	1	0	0	14	1
ENSMUSG00000031622	9983	8353	9843	6380	7889	7337	8156	7589	6480	5818	8284	7508	6942	6403	7469	6059	6496	4014	8245	4803	8023	6708	8187	6601
ENSMUSG00000075198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022185	14562	12264	13516	12223	12486	13716	11416	17520	14714	10604	17733	10922	7472	13054	14986	14093	11029	6200	12686	8667	13936	14317	13519	8864
ENSMUSG00000031367	171	130	126	167	164	236	92	154	149	325	263	166	208	349	199	316	274	186	270	272	510	943	1682	854
ENSMUSG00000101075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053375	6	2	13	1	14	7	1	16	5	1	8	6	0	2	8	5	7	4	0	8	7	0	1	6
ENSMUSG00000061809	1	0	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045005	12845	11096	12715	17062	15794	12120	15328	11260	11379	6079	8647	7096	6583	10940	12374	9167	10234	3627	6852	7743	9076	10277	9184	5374
ENSMUSG00000063130	1	2	5	4	0	3	0	1	0	0	3	1	0	0	0	0	10	10	4	0	2	1	0	2
ENSMUSG00000022765	5629	4982	5353	5821	5458	5480	4094	6607	5950	5673	8067	5004	3244	5226	5821	4978	7114	2520	4676	5443	6055	5372	5095	5224
ENSMUSG00000041995	1795	2242	2407	815	1168	1544	1250	1513	1333	1117	1784	1350	662	1142	1748	1545	979	613	1021	689	1564	1564	1269	460
ENSMUSG00000030468	43	35	21	52	17	242	5	43	22	107	31	10	33	89	39	211	59	61	121	39	565	1266	189	92
ENSMUSG00000002111	60	61	67	153	23	133	22	74	118	314	270	104	553	1431	316	233	381	421	923	281	2557	2792	3785	2913
ENSMUSG00000017548	3906	4017	4125	3278	3098	4151	2710	4235	3273	3461	6556	3425	2597	5480	6774	5850	4700	1100	1637	3454	2799	4937	5243	3513
ENSMUSG00000048310	3419	3765	3923	2526	2959	3135	2951	2701	2605	1591	3222	2245	1925	1850	2613	1688	1871	1193	2406	1494	2761	2467	1806	1446
ENSMUSG00000094153	2	0	0	0	3	1	3	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000072963	1	0	3	12	7	0	1	1	1	1	3	0	0	0	9	7	7	3	5	2	6	2	7	0
ENSMUSG00000001751	4262	3631	4480	3133	3196	3471	3074	2563	3134	2062	3686	2787	2031	1676	2813	2028	2046	1592	3580	1663	3790	1753	1767	1301
ENSMUSG00000023942	2985	2918	3391	844	1567	2631	1575	2361	1667	1256	2912	2567	1375	1216	1812	1318	739	869	1766	652	2116	2119	1733	746
ENSMUSG00000003423	4348	4976	5448	2774	3374	3823	3715	3368	4242	4234	4633	4196	3515	3075	4190	2809	2879	2500	4760	2512	4374	2757	2835	3083
ENSMUSG00000041889	391	3	1	11	4	2	2	2	0	6	4	5	9	5	6	6	11	5	23	9	26	20	261	16
ENSMUSG00000041534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000027465	16766	14088	15803	11917	13619	12170	12862	12506	11565	9242	14481	9272	8712	9799	10757	9808	13344	7315	14552	10374	12834	10218	10589	10844
ENSMUSG00000028041	12003	10726	12573	13438	6932	9028	7309	11407	8973	7537	12150	8401	3816	5840	7947	9062	6226	4340	8904	4822	10160	5487	5312	5052
ENSMUSG00000020332	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045679	2326	1830	2165	2132	2066	2400	1764	2478	2449	2186	4084	2896	2131	2491	3226	3510	2462	835	1359	1788	2506	2963	2729	1912
ENSMUSG00000052353	15	12	17	41	6	19	14	9	6	27	15	47	543	322	37	361	102	86	128	61	188	171	4880	173
ENSMUSG00000022151	1406	1075	1272	1281	1409	1485	1168	1430	1542	1324	2098	1618	1318	1251	1896	1203	1453	618	1070	1156	1248	1630	1699	1501
ENSMUSG00000053475	0	0	0	14	0	0	0	1	3	5	0	1	5	56	17	3	4	41	84	12	50	52	414	196
ENSMUSG00000033126	770	807	806	538	645	651	557	685	639	542	773	482	501	499	754	453	583	346	766	447	894	612	457	401
ENSMUSG00000022518	5	6	14	32	37	7	15	43	17	21	8	2	0	15	6	17	27	6	30	29	25	17	28	10
ENSMUSG00000089984	53	46	60	59	43	45	46	72	33	71	88	52	73	58	55	92	49	41	31	22	74	50	107	37
ENSMUSG00000094942	98	94	113	97	94	117	68	89	51	69	239	89	101	204	231	165	88	41	30	81	66	134	169	97
ENSMUSG00000109718	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027646	20969	18488	20963	19145	17466	15114	17463	14590	12276	9383	13858	9050	9469	11774	13911	16363	13528	8509	16790	11399	14211	11544	11557	14943
ENSMUSG00000036452	4369	4255	4622	5614	4530	4877	3390	5043	3529	3273	4259	2601	2103	3533	4054	4895	3564	2213	4426	2815	3571	3232	2483	2652
ENSMUSG00000042078	1	5	1	0	4	7	7	0	1	1	2	0	0	0	8	4	0	0	0	0	6	3	10	8
ENSMUSG00000038540	16	25	23	57	6	26	7	55	23	5	31	28	13	13	6	83	6	8	15	3	30	28	28	1
ENSMUSG00000090206	7	5	0	1	8	3	6	1	9	0	7	1	6	0	6	0	0	0	1	1	15	0	7	0
ENSMUSG00000044519	279	150	177	577	437	320	210	853	524	177	302	215	111	423	210	792	262	134	373	205	249	497	980	143
ENSMUSG00000032232	4271	3803	4098	2753	3686	4057	3188	2835	2978	2578	5286	3729	2412	3849	4876	10675	3222	2020	3806	2369	4210	3002	4059	2539
ENSMUSG00000032582	4469	3940	4364	5455	4428	5109	3842	6657	6381	5042	7892	4468	3632	6543	7660	7012	6768	2177	4575	5138	4963	6351	6870	4396
ENSMUSG00000097929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083355	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042487	2598	2228	2486	2217	2187	2413	2073	3795	2666	2382	3679	1533	1365	2338	3802	2264	2304	945	1754	1726	2230	2491	2345	1804
ENSMUSG00000039601	9	10	2	31	12	13	21	6	17	9	12	8	8	22	17	3	15	11	10	5	14	29	115	11
ENSMUSG00000022061	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000115726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055835	500	424	438	385	420	467	425	560	620	419	774	604	374	582	640	1034	542	229	416	404	809	833	668	417
ENSMUSG00000051414	8	1	2	0	0	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039942	3367	1632	1722	1784	3719	2390	2378	2894	1930	1189	2352	1575	1385	2310	2211	1296	2199	713	1401	1794	1567	3040	1955	1790
ENSMUSG00000071138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000079091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051452	176	130	165	283	191	148	199	209	190	138	157	74	143	154	118	146	241	31	27	204	94	106	108	101
ENSMUSG00000048930	4061	3878	4447	3158	3149	3470	3193	2792	3290	2442	3828	2740	2431	2461	3753	2275	2549	1787	3379	1863	3381	2590	2465	2393
ENSMUSG00000040148	105	61	74	90	81	78	65	66	40	27	98	37	32	7	12	6	15	51	67	23	29	33	6	45
ENSMUSG00000022195	3389	3301	3445	2920	3183	3531	2634	4132	3932	2776	5406	3252	2019	3601	4320	4554	2762	1516	2540	2220	3221	3433	2927	1966
ENSMUSG00000100692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020689	64	28	48	100	30	91	28	50	59	72	44	18	154	143	40	60	154	75	191	94	471	803	1356	241
ENSMUSG00000072624	188	62	86	103	120	79	124	54	56	3	3	6	10	1	12	2	89	16	63	78	5	0	0	33
ENSMUSG00000031627	9214	9128	10156	9032	6567	8770	7422	6935	6243	5539	11021	9879	5404	6725	6515	7010	7102	3655	6301	5675	7714	6456	5678	6009
ENSMUSG00000106864	8244	7890	8731	6863	6712	7296	6154	9665	7919	5555	10321	6039	4384	6920	7781	8324	6024	3568	7524	4812	8007	7880	7838	4141
ENSMUSG00000045868	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0
ENSMUSG00000019986	114	74	64	98	90	89	92	78	97	92	137	50	88	138	158	169	127	51	137	105	181	230	484	123
ENSMUSG00000098068	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091155	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	1	0	0	0	2	2
ENSMUSG00000019301	7	10	0	5	4	0	4	3	1	4	4	7	1	1	6	11	1	3	2	1	4	13	9	10
ENSMUSG00000028962	33030	23977	27229	42914	30587	24253	33183	26882	26738	13707	19396	15352	19379	20121	26876	12069	24215	13600	27273	19778	23151	25172	23580	20476
ENSMUSG00000041577	1267	1918	2097	180	813	1710	506	799	457	308	1364	1439	172	298	685	121	345	404	763	289	773	595	684	149
ENSMUSG00000113857	0	5	7	7	6	1	2	4	6	0	0	0	0	2	0	3	14	0	0	5	6	2	2	0
ENSMUSG00000030861	1967	1547	1599	1927	1824	2204	1423	2334	1867	1217	3995	2191	1174	1477	2332	1734	1699	439	783	1302	1124	1603	2725	1140
ENSMUSG00000101959	6	2	6	14	6	7	2	9	6	3	7	2	0	5	5	8	0	4	2	3	1	7	25	2
ENSMUSG00000025178	4208	3872	4335	3792	3340	3437	2923	4148	3770	2661	4056	2917	2055	3012	3347	3047	3183	1715	3833	2451	3960	3380	3336	2320
ENSMUSG00000027376	96	0	2	7	2	3	5	8	3	2	0	2	7	2	6	0	13	3	8	2	1	2	1	3
ENSMUSG00000027087	2927	2626	2623	5166	2834	2343	2234	3005	2686	3750	2776	1420	2525	6671	4818	7452	8401	3268	5085	6256	5157	5936	12047	8301
ENSMUSG00000028519	235	129	149	113	181	23	96	15	54	48	36	77	20	45	145	32	34	34	27	14	37	320	89	26
ENSMUSG00000030059	4270	3514	3648	4858	4768	4397	3436	4173	3849	2978	6822	3258	2743	4844	6470	5560	5369	1252	2160	3710	2839	3612	4805	3276
ENSMUSG00000113450	515	415	450	774	564	602	452	501	473	469	989	684	698	918	973	740	1038	212	439	740	640	732	1070	704
ENSMUSG00000028357	1360	1407	1559	845	1144	1278	1233	2012	1184	516	1575	880	911	1396	1694	468	599	612	1334	545	1045	1533	1384	319
ENSMUSG00000051177	441	255	345	204	568	489	385	378	276	135	345	251	229	462	434	83	275	98	193	311	266	732	631	257
ENSMUSG00000037578	2	2	3	1	3	5	0	6	3	0	7	10	0	0	0	1	0	0	0	4	2	0	0	0
ENSMUSG00000027531	8877	6506	7213	8026	7882	7888	6215	9601	7652	6830	8884	5910	4506	8365	10790	9870	8439	2875	5152	6310	6018	8001	8494	6665
ENSMUSG00000058124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046556	2610	2245	2548	2053	2436	1936	1820	2384	2101	1432	1960	1366	1139	1539	1831	1935	1671	1071	2055	1387	2096	2021	1716	1360
ENSMUSG00000079012	0	0	0	3	0	0	0	0	3	3	2	1	2	119	11	5	28	21	55	19	93	91	4548	55
ENSMUSG00000091618	2	0	0	5	0	3	0	2	6	1	10	0	3	18	0	9	9	2	0	9	11	47	47	2
ENSMUSG00000037134	1415	1093	1264	1225	1226	1268	1029	1575	1233	1205	1960	1352	856	1200	1377	1358	1410	694	1181	1083	1773	1394	1194	840
ENSMUSG00000097937	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000055228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0
ENSMUSG00000061360	5349	5308	6114	2741	3869	4308	3943	4688	4417	5140	5775	4272	3129	3632	5183	3665	4257	2231	4357	3216	4786	4021	3926	3525
ENSMUSG00000070875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047694	10190	7846	8738	9426	10378	10605	7162	10434	12165	8441	17275	11168	7158	11921	15758	13546	10436	3610	5421	7909	7599	8684	8936	6238
ENSMUSG00000034845	63	35	53	45	42	56	41	29	30	68	63	37	200	98	25	57	71	95	289	37	350	107	3909	49
ENSMUSG00000049191	40	25	23	23	26	26	23	36	18	29	35	27	21	84	29	78	35	34	59	34	88	229	102	52
ENSMUSG00000019775	1657	834	863	1200	2128	1546	1299	942	970	512	1373	1087	2437	911	2496	224	993	373	477	787	573	1031	1288	594
ENSMUSG00000023968	1	0	0	0	0	1	0	0	2	0	0	0	2	4	0	3	0	0	6	0	10	24	0	1
ENSMUSG00000017765	158	104	75	205	129	128	92	105	80	113	100	50	164	395	301	377	266	175	292	154	319	699	1259	546
ENSMUSG00000082549	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024099	28506	24975	27554	19579	22846	22280	22424	24282	29027	30964	34611	32078	25476	23632	30550	18389	32875	10476	23326	24667	27310	19314	19091	21404
ENSMUSG00000055022	57	37	47	129	68	62	47	126	51	80	80	33	32	107	81	167	131	23	83	118	51	111	244	51
ENSMUSG00000030411	30	21	23	36	33	34	27	31	23	17	24	20	18	22	16	35	22	19	35	21	49	55	95	12
ENSMUSG00000047342	55	47	41	66	70	63	85	73	72	38	79	29	35	16	54	22	52	15	16	43	45	83	99	32
ENSMUSG00000019297	3294	3678	4408	1505	2188	2738	2448	2670	2561	2817	3731	2690	1744	2270	3024	2968	2062	1769	3414	1702	3286	2322	2374	1676
ENSMUSG00000111380	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0
